time	V(c11)	V(c12)	V(c13)	V(c14)	V(c21)	V(c22)	V(c23)	V(c24)	V(c31)	V(c32)	V(c33)	V(c34)	V(c41)	V(c42)	V(c43)	V(c44)	V(vout)	V(vout)*(-I(R1)+I(R2)-I(S1)-I(S8)-I(S12)-I(S16))	-I(R1)+I(R2)-I(S1)-I(S8)-I(S12)-I(S16)
1.300000000000000e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.525086e-07	-7.827070e-24	-1.040834e-17
1.300000100000000e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e+00	0.000000e+00	0.000000e+00	2.285770e+00	-2.178307e-11	-9.529859e-12
1.350000100000000e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e+00	0.000000e+00	0.000000e+00	2.285770e+00	-2.178307e-11	-9.529859e-12
1.350000200000000e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.627790e-09	0.000000e+00	0.000000e+00	2.285770e+00	-2.178307e-11	-9.529859e-12
1.350000200100000e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.519998e-07	-7.827070e-24	-1.040834e-17
1.400000000000000e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.525086e-07	-7.827070e-24	-1.040834e-17
1.400000100000000e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e+00	0.000000e+00	1.568654e+00	-4.896689e-12	-3.121587e-12
1.450000100000000e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000000e+00	0.000000e+00	1.568654e+00	-4.896689e-12	-3.121587e-12
1.450000200000000e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.627776e-09	0.000000e+00	1.568653e+00	-4.896689e-12	-3.121587e-12
1.450000200100000e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.519998e-07	-7.827070e-24	-1.040834e-17
1.500000000000000e+01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.525086e-07	-7.827070e-24	-1.040834e-17
